frame,t_s,ref_X_mm,ref_Y_mm,est_X_mm,est_Y_mm,err_X_mm,err_Y_mm,err_norm_mm,est_oracle_X_mm,est_oracle_Y_mm,err_oracle_mm,tracked_points,inlier_ratio,roi_visible,ref_corners,ref_rms_px,mm_per_px,xcheck_mm,flags
441,7.4245,-0.0423,-0.0099,-0.0014,0.0013,0.0409,0.0112,0.0424,-0.0014,0.0013,0.0424,2000,1.0000,0.6097,165,0.4474,0.193542,0.0510,
442,7.4413,-0.0452,-0.0100,-0.0014,0.0013,0.0438,0.0113,0.0452,-0.0014,0.0013,0.0452,2000,1.0000,0.6097,165,0.4471,0.193544,0.0522,
443,7.4582,-0.0058,0.0200,-0.0012,0.0012,0.0046,-0.0188,0.0194,-0.0012,0.0012,0.0194,1999,1.0000,0.6098,168,0.4795,0.193621,0.0792,
444,7.4750,-0.0037,0.0193,-0.0012,0.0012,0.0025,-0.0181,0.0183,-0.0012,0.0012,0.0183,2000,1.0000,0.6098,168,0.4808,0.193616,0.0791,
445,7.4918,0.0342,-0.0293,-0.0011,0.0012,-0.0353,0.0305,0.0467,-0.0011,0.0012,0.0467,1998,1.0000,0.6086,175,0.6381,0.193703,0.0525,
446,7.5087,-0.1404,-0.0103,-0.0011,0.0012,0.1393,0.0115,0.1398,-0.0011,0.0012,0.1398,1999,1.0000,0.6101,163,0.4372,0.193481,0.1517,
447,7.5255,0.0062,0.0127,-0.0008,0.0013,-0.0070,-0.0114,0.0134,-0.0008,0.0013,0.0134,1998,1.0000,0.6098,168,0.4779,0.193604,0.1132,
448,7.5424,0.0007,0.0171,-0.0007,0.0014,-0.0014,-0.0157,0.0158,-0.0007,0.0014,0.0158,2000,1.0000,0.6098,168,0.4764,0.193630,0.1849,
449,7.5592,0.2188,-0.0937,-0.0004,0.0014,-0.2192,0.0951,0.2389,-0.0004,0.0014,0.2389,1999,1.0000,0.6095,170,0.5436,0.193557,0.2522,
450,7.5760,-0.0435,0.0294,0.0182,0.0041,0.0617,-0.0253,0.0667,0.0181,0.0041,0.0666,1997,0.9985,0.6106,166,0.4759,0.193708,0.0662,
451,7.5929,-0.0267,0.0665,0.0181,0.0042,0.0448,-0.0623,0.0767,0.0181,0.0042,0.0767,2000,1.0000,0.6103,167,0.4930,0.193714,0.0488,
452,7.6097,-0.1231,0.0068,0.0182,0.0041,0.1413,-0.0027,0.1413,0.0182,0.0041,0.1413,2000,1.0000,0.6105,162,0.4244,0.193562,0.2022,
453,7.6265,0.1253,-0.0325,0.0182,0.0041,-0.1071,0.0366,0.1132,0.0182,0.0041,0.1132,2000,1.0000,0.6095,169,0.5123,0.193600,0.2170,
454,7.6434,-0.0538,0.0064,0.0183,0.0042,0.0721,-0.0022,0.0721,0.0182,0.0042,0.0720,2000,1.0000,0.6102,165,0.4501,0.193598,0.3301,
455,7.6602,0.2922,-0.1054,0.0182,0.0041,-0.2740,0.1095,0.2951,0.0182,0.0041,0.2951,2000,1.0000,0.6089,173,0.6050,0.193586,0.2875,
456,7.6770,-0.2133,-0.0249,0.0045,0.0036,0.2178,0.0285,0.2197,0.0045,0.0036,0.2197,1998,1.0000,0.6102,162,0.4489,0.193486,0.3210,
457,7.6939,-0.0883,-0.0277,-0.0478,0.0032,0.0405,0.0309,0.0509,-0.0477,0.0032,0.0510,2000,1.0000,0.6092,173,0.5730,0.193693,0.2054,
458,7.7107,-0.1278,-0.0674,-0.1094,0.0022,0.0184,0.0696,0.0720,-0.1090,0.0021,0.0720,1998,0.9990,0.6099,168,0.5514,0.193615,0.0889,
459,7.7275,-0.3196,0.0143,-0.1560,0.0019,0.1636,-0.0124,0.1641,-0.1556,0.0018,0.1645,1998,0.9995,0.6107,164,0.4489,0.193619,0.0574,
460,7.7444,-0.2436,0.0194,-0.1568,0.0018,0.0868,-0.0176,0.0886,-0.1563,0.0017,0.0891,1998,0.9995,0.6103,168,0.4933,0.193691,0.0944,
461,7.7612,-0.1176,0.0151,-0.1087,0.0023,0.0089,-0.0128,0.0156,-0.1083,0.0022,0.0159,1999,0.9990,0.6101,168,0.5040,0.193673,0.0898,
462,7.7781,0.1001,-0.0403,-0.0245,0.0026,-0.1246,0.0429,0.1318,-0.0244,0.0026,0.1317,1999,1.0000,0.6096,172,0.5599,0.193640,0.1172,
463,7.7949,-0.0046,-0.0195,0.0724,0.0042,0.0770,0.0237,0.0806,0.0727,0.0042,0.0809,1996,1.0000,0.6104,162,0.4328,0.193559,0.2507,
464,7.8117,0.0494,0.0025,0.1692,0.0057,0.1198,0.0032,0.1198,0.1697,0.0058,0.1203,1997,0.9985,0.6105,163,0.4455,0.193602,0.2305,
465,7.8286,0.1609,0.0247,0.2195,0.0062,0.0586,-0.0185,0.0615,0.2200,0.0063,0.0619,1997,0.9995,0.6104,164,0.4356,0.193655,0.0939,
466,7.8454,0.1087,0.0087,0.2199,0.0062,0.1112,-0.0025,0.1112,0.2205,0.0063,0.1118,1999,1.0000,0.6101,165,0.4640,0.193645,0.1262,
467,7.8622,-0.1470,-0.0199,0.1729,0.0061,0.3199,0.0260,0.3210,0.1733,0.0062,0.3214,1997,0.9985,0.6109,159,0.4492,0.193555,0.1716,
468,7.8791,0.1109,-0.0458,0.0776,0.0045,-0.0333,0.0503,0.0603,0.0785,0.0045,0.0598,2000,1.0000,0.6091,171,0.5797,0.193692,0.1631,
469,7.8959,-0.3760,-0.0228,-0.0607,0.0025,0.3153,0.0253,0.3163,-0.0600,0.0025,0.3170,1998,1.0000,0.6105,161,0.4509,0.193590,0.1329,
470,7.9127,-0.2021,0.0004,-0.2503,0.0008,-0.0482,0.0004,0.0482,-0.2485,0.0007,0.0464,2000,1.0000,0.6085,172,0.6769,0.193768,0.1740,
471,7.9296,-0.6316,-0.0529,-0.3924,-0.0023,0.2392,0.0506,0.2445,-0.3909,-0.0025,0.2459,1998,1.0000,0.6107,162,0.4582,0.193506,0.1319,
472,7.9464,-0.3851,-0.1421,-0.4894,-0.0029,-0.1043,0.1392,0.1739,-0.4873,-0.0032,0.1724,1999,0.9995,0.6082,167,0.6929,0.193601,0.1542,
473,7.9632,-0.7253,-0.0517,-0.5308,-0.0037,0.1945,0.0480,0.2003,-0.5287,-0.0040,0.2023,1999,0.9995,0.6107,160,0.4381,0.193494,0.0940,
474,7.9801,-0.4444,-0.0827,-0.5302,-0.0038,-0.0858,0.0789,0.1166,-0.5281,-0.0041,0.1148,1998,1.0000,0.6100,167,0.5422,0.193587,0.0995,
475,7.9969,-0.4512,-0.0305,-0.4404,-0.0037,0.0108,0.0268,0.0289,-0.4384,-0.0040,0.0294,1998,0.9990,0.6105,163,0.4644,0.193609,0.0847,
476,8.0137,-0.3180,-0.0397,-0.3387,-0.0035,-0.0207,0.0362,0.0417,-0.3370,-0.0038,0.0406,1998,0.9990,0.6099,167,0.5185,0.193616,0.0271,
477,8.0306,-0.4337,-0.0623,-0.2530,-0.0021,0.1807,0.0602,0.1905,-0.2511,-0.0023,0.1922,1996,0.9980,0.6117,162,0.4623,0.193725,0.1616,
478,8.0474,-0.1643,-0.0184,-0.1707,0.0000,-0.0064,0.0184,0.0195,-0.1689,-0.0001,0.0189,1998,0.9995,0.6104,163,0.4594,0.193630,0.0577,
479,8.0643,-0.0089,-0.0448,-0.0789,0.0008,-0.0700,0.0456,0.0835,-0.0773,0.0007,0.0822,1998,0.9995,0.6097,168,0.5237,0.193622,0.1200,
480,8.0811,0.0643,0.0152,0.0023,0.0054,-0.0620,-0.0098,0.0628,0.0039,0.0053,0.0612,1971,0.9915,0.6102,167,0.4821,0.193636,0.0070,
481,8.0979,0.1863,-0.0210,0.0591,0.0057,-0.1272,0.0267,0.1300,0.0604,0.0057,0.1287,2000,1.0000,0.6091,173,0.5650,0.193721,0.0908,
482,8.1148,0.1505,-0.0189,0.1240,0.0073,-0.0265,0.0262,0.0373,0.1252,0.0073,0.0364,2000,1.0000,0.6101,165,0.4665,0.193593,0.0817,
483,8.1316,0.2163,-0.0201,0.1324,0.0070,-0.0839,0.0271,0.0882,0.1336,0.0070,0.0870,1999,1.0000,0.6098,166,0.4730,0.193509,0.0790,
484,8.1484,0.1409,0.0127,0.1310,0.0070,-0.0099,-0.0057,0.0114,0.1323,0.0070,0.0103,1998,1.0000,0.6102,168,0.5318,0.193647,0.0331,
485,8.1653,0.0022,0.0079,0.0778,0.0067,0.0756,-0.0012,0.0756,0.0791,0.0067,0.0769,1999,0.9995,0.6103,167,0.4862,0.193679,0.1170,
486,8.1821,-0.0529,-0.0375,-0.0178,0.0050,0.0351,0.0425,0.0551,-0.0160,0.0050,0.0563,2000,1.0000,0.6089,171,0.5701,0.193673,0.1259,
487,8.1989,-0.1288,-0.0839,-0.1144,0.0040,0.0144,0.0879,0.0891,-0.1122,0.0038,0.0893,2000,1.0000,0.6098,170,0.5212,0.193562,0.1807,
488,8.2158,-0.3302,-0.0597,-0.2015,0.0037,0.1287,0.0634,0.1435,-0.1992,0.0035,0.1454,2000,1.0000,0.6101,164,0.4616,0.193545,0.0750,
489,8.2326,-0.2009,0.0318,-0.2011,0.0036,-0.0002,-0.0282,0.0282,-0.1988,0.0034,0.0285,1998,1.0000,0.6096,167,0.5146,0.193625,0.1092,
490,8.2494,-0.2042,-0.0140,-0.1691,0.0046,0.0351,0.0186,0.0397,-0.1667,0.0044,0.0418,1994,0.9970,0.6104,164,0.4542,0.193632,0.0692,
491,8.2663,0.0413,-0.0394,-0.0905,0.0045,-0.1318,0.0439,0.1389,-0.0885,0.0044,0.1370,1999,1.0000,0.6088,170,0.5997,0.193756,0.1008,
492,8.2831,-0.1064,-0.0444,-0.0421,0.0050,0.0643,0.0494,0.0811,-0.0401,0.0048,0.0826,2000,1.0000,0.6099,162,0.4742,0.193544,0.1169,
493,8.3000,-0.0628,0.0179,-0.0436,0.0050,0.0192,-0.0129,0.0231,-0.0416,0.0048,0.0249,2000,1.0000,0.6103,168,0.4898,0.193678,0.0450,
494,8.3168,-0.1960,0.0146,-0.0947,0.0049,0.1013,-0.0097,0.1018,-0.0926,0.0048,0.1039,2000,1.0000,0.6104,168,0.5046,0.193674,0.0536,
495,8.3336,-0.2102,-0.0360,-0.1614,0.0054,0.0488,0.0414,0.0640,-0.1590,0.0052,0.0657,1994,0.9975,0.6089,173,0.6146,0.193712,0.1227,
496,8.3505,-0.3795,0.0181,-0.2070,0.0055,0.1725,-0.0126,0.1730,-0.2046,0.0053,0.1754,1999,0.9995,0.6108,163,0.4562,0.193653,0.0334,
497,8.3673,-0.4372,0.0151,-0.2077,0.0054,0.2295,-0.0097,0.2297,-0.2053,0.0053,0.2321,2000,1.0000,0.6110,163,0.4524,0.193656,0.0868,
498,8.3841,-0.4563,-0.0103,-0.2079,0.0055,0.2484,0.0158,0.2489,-0.2055,0.0053,0.2513,1997,1.0000,0.6106,162,0.4373,0.193555,0.0090,
499,8.4010,-0.2231,-0.0194,-0.2077,0.0054,0.0154,0.0248,0.0292,-0.2053,0.0052,0.0304,1996,1.0000,0.6094,168,0.4964,0.193565,0.0321,
500,8.4178,-0.1642,-0.0148,-0.1752,0.0060,-0.0110,0.0208,0.0235,-0.1729,0.0058,0.0224,1998,1.0000,0.6098,168,0.5097,0.193604,0.1298,
501,8.4346,-0.0610,-0.0328,-0.1256,0.0069,-0.0646,0.0397,0.0758,-0.1234,0.0067,0.0739,2000,1.0000,0.6091,172,0.5788,0.193716,0.0767,
502,8.4515,0.0583,-0.0372,-0.0750,0.0072,-0.1333,0.0444,0.1405,-0.0731,0.0071,0.1387,2000,1.0000,0.6087,177,0.6418,0.193739,0.0705,
503,8.4683,0.0621,-0.0271,-0.0266,0.0078,-0.0887,0.0349,0.0953,-0.0249,0.0077,0.0937,1999,0.9995,0.6096,170,0.5229,0.193679,0.0672,
504,8.4851,-0.0171,-0.0267,0.0152,0.0081,0.0323,0.0348,0.0475,0.0169,0.0080,0.0486,1999,1.0000,0.6099,163,0.4385,0.193581,0.0832,
505,8.5020,0.0470,-0.0436,0.0158,0.0082,-0.0312,0.0518,0.0605,0.0175,0.0082,0.0596,2000,1.0000,0.6088,174,0.6232,0.193755,0.1797,
506,8.5188,-0.0767,0.0152,0.0058,0.0083,0.0825,-0.0069,0.0828,0.0075,0.0082,0.0845,2000,1.0000,0.6100,169,0.5092,0.193722,0.0368,
507,8.5357,-0.2356,-0.0270,-0.0001,0.0081,0.2355,0.0351,0.2381,0.0016,0.0080,0.2398,2000,1.0000,0.6103,162,0.4372,0.193560,0.1479,
508,8.5525,-0.2695,0.0207,-0.0003,0.0081,0.2692,-0.0126,0.2695,0.0014,0.0080,0.2712,1998,0.9995,0.6107,162,0.4330,0.193637,0.1950,
509,8.5693,-0.1187,-0.0240,0.0061,0.0081,0.1248,0.0321,0.1289,0.0079,0.0080,0.1306,1997,0.9995,0.6099,164,0.4487,0.193638,0.0463,
510,8.5862,0.0529,-0.0075,0.0408,0.0133,-0.0121,0.0208,0.0241,0.0424,0.0133,0.0233,1991,0.9970,0.6098,168,0.4877,0.193646,0.1370,
511,8.6030,0.1767,-0.0570,0.0419,0.0133,-0.1348,0.0703,0.1520,0.0436,0.0133,0.1505,2000,1.0000,0.6093,170,0.5370,0.193626,0.1822,
512,8.6198,-0.0095,0.0052,0.0824,0.0135,0.0919,0.0083,0.0923,0.0841,0.0134,0.0940,2000,1.0000,0.6104,167,0.4771,0.193778,0.3979,
513,8.6367,0.1985,-0.0489,0.0935,0.0165,-0.1050,0.0654,0.1237,0.0951,0.0165,0.1223,1998,1.0000,0.6101,167,0.4926,0.193630,0.1331,
514,8.6535,0.0926,-0.0177,0.0933,0.0166,0.0007,0.0343,0.0343,0.0949,0.0165,0.0343,2000,1.0000,0.6096,169,0.5101,0.193603,0.0634,
515,8.6703,0.0627,-0.0045,0.0836,0.0164,0.0209,0.0209,0.0296,0.0852,0.0163,0.0306,1997,1.0000,0.6093,171,0.5500,0.193681,0.0419,
516,8.6872,-0.1582,-0.0222,0.0333,0.0156,0.1915,0.0378,0.1952,0.0349,0.0156,0.1968,2000,1.0000,0.6101,163,0.4337,0.193517,0.1003,
517,8.7040,-0.2428,-0.0471,-0.0532,0.0142,0.1896,0.0613,0.1993,-0.0515,0.0141,0.2009,2000,1.0000,0.6100,164,0.4514,0.193544,0.0400,
518,8.7208,-0.2516,-0.0280,-0.1974,0.0134,0.0542,0.0414,0.0682,-0.1950,0.0133,0.0701,2000,1.0000,0.6086,176,0.6670,0.193816,0.1041,
519,8.7377,-0.3540,-0.0277,-0.3322,0.0102,0.0218,0.0379,0.0437,-0.3295,0.0099,0.0449,1998,1.0000,0.6099,165,0.4627,0.193532,0.0219,
520,8.7545,-0.4224,0.0351,-0.4254,0.0075,-0.0030,-0.0276,0.0278,-0.4224,0.0073,0.0278,2000,1.0000,0.6097,167,0.5276,0.193670,0.2293,
521,8.7714,-0.4700,-0.0467,-0.4654,0.0067,0.0046,0.0534,0.0536,-0.4623,0.0064,0.0537,2000,1.0000,0.6103,165,0.4662,0.193600,0.0966,
522,8.7882,-0.2900,-0.0989,-0.4654,0.0067,-0.1754,0.1056,0.2047,-0.4623,0.0064,0.2019,1996,1.0000,0.6099,166,0.5055,0.193506,0.2849,
523,8.8050,-0.5298,-0.0445,-0.4651,0.0067,0.0647,0.0512,0.0825,-0.4620,0.0065,0.0848,1998,1.0000,0.6101,162,0.4278,0.193568,0.0221,
524,8.8219,-0.4669,-0.0564,-0.3728,0.0073,0.0941,0.0637,0.1136,-0.3697,0.0071,0.1161,1999,0.9995,0.6099,161,0.4309,0.193452,0.0960,
525,8.8387,0.3133,-0.0378,-0.1920,0.0088,-0.5053,0.0466,0.5074,-0.1910,0.0087,0.5064,1998,1.0000,0.6061,175,0.7073,0.193324,0.5378,
526,8.8555,-0.1299,-0.0227,-0.0952,0.0103,0.0347,0.0330,0.0479,-0.0941,0.0102,0.0486,2000,0.9995,0.6100,162,0.4457,0.193521,0.3134,
527,8.8724,0.4725,-0.0795,0.0136,0.0157,-0.4589,0.0952,0.4687,0.0138,0.0156,0.4685,1998,1.0000,0.6074,175,0.6823,0.193520,0.3485,
528,8.8892,0.2290,0.0153,0.1082,0.0166,-0.1208,0.0013,0.1208,0.1081,0.0166,0.1209,1999,0.9995,0.6097,167,0.4944,0.193641,0.1364,
529,8.9060,0.1474,0.0212,0.1227,0.0171,-0.0247,-0.0041,0.0250,0.1226,0.0171,0.0251,1997,0.9990,0.6096,166,0.4934,0.193649,0.0708,
530,8.9229,0.1025,0.0367,0.1149,0.0174,0.0124,-0.0193,0.0229,0.1148,0.0175,0.0228,1996,0.9985,0.6098,167,0.4980,0.193685,0.0774,
531,8.9397,0.1076,0.0123,0.1118,0.0174,0.0042,0.0051,0.0066,0.1117,0.0174,0.0065,1996,0.9995,0.6094,167,0.4856,0.193627,0.1122,
532,8.9565,0.0414,0.0237,0.1120,0.0174,0.0706,-0.0063,0.0709,0.1119,0.0174,0.0708,1992,0.9995,0.6105,163,0.4504,0.193623,0.0262,
533,8.9734,0.0688,0.0258,0.1205,0.0176,0.0517,-0.0082,0.0523,0.1204,0.0176,0.0522,1998,1.0000,0.6099,165,0.4532,0.193671,0.0176,
534,8.9902,0.0603,0.0170,0.1229,0.0175,0.0626,0.0005,0.0626,0.1228,0.0175,0.0625,1995,0.9995,0.6100,165,0.4466,0.193649,0.0213,
535,9.0071,0.0612,-0.0111,0.1232,0.0175,0.0620,0.0286,0.0683,0.1231,0.0175,0.0682,1999,1.0000,0.6092,162,0.4506,0.193496,0.0342,
536,9.0239,-0.0494,0.0037,0.1113,0.0177,0.1607,0.0140,0.1613,0.1112,0.0177,0.1612,2000,1.0000,0.6098,164,0.4452,0.193623,0.1710,
537,9.0407,0.0200,0.0298,0.0707,0.0179,0.0507,-0.0119,0.0521,0.0706,0.0179,0.0520,1999,0.9995,0.6098,167,0.4876,0.193679,0.0516,
538,9.0576,-0.0829,0.0138,0.0311,0.0177,0.1140,0.0039,0.1141,0.0311,0.0177,0.1141,1998,1.0000,0.6099,165,0.4696,0.193684,0.0665,
539,9.0744,-0.1784,-0.0074,0.0310,0.0178,0.2094,0.0252,0.2109,0.0310,0.0178,0.2109,2000,1.0000,0.6101,163,0.4436,0.193615,0.1494,
540,9.0912,0.1006,0.0018,0.0512,0.0206,-0.0494,0.0188,0.0529,0.0511,0.0206,0.0529,1980,0.9955,0.6100,169,0.4834,0.193735,0.0667,
541,9.1081,-0.0314,0.0021,0.0517,0.0206,0.0831,0.0185,0.0851,0.0517,0.0206,0.0851,1998,1.0000,0.6102,163,0.4165,0.193637,0.0718,
542,9.1249,-0.0249,0.0067,0.0524,0.0206,0.0773,0.0139,0.0785,0.0524,0.0206,0.0785,1999,1.0000,0.6101,165,0.4391,0.193707,0.0762,
543,9.1417,-0.1201,0.0257,0.0175,0.0208,0.1376,-0.0049,0.1377,0.0175,0.0208,0.1377,1997,0.9990,0.6105,164,0.4262,0.193720,0.1788,
544,9.1586,-0.1855,-0.0031,-0.0156,0.0208,0.1699,0.0239,0.1716,-0.0156,0.0207,0.1716,1999,1.0000,0.6102,163,0.4132,0.193669,0.2240,
545,9.1754,-0.1678,0.0352,-0.0466,0.0210,0.1212,-0.0142,0.1220,-0.0466,0.0210,0.1220,2000,1.0000,0.6104,163,0.4150,0.193709,0.3199,
546,9.1922,-0.2026,0.0037,-0.0920,0.0210,0.1106,0.0173,0.1119,-0.0921,0.0209,0.1118,2000,1.0000,0.6101,164,0.4225,0.193663,0.1009,
547,9.2091,-0.1086,-0.0107,-0.1890,0.0206,-0.0804,0.0313,0.0863,-0.1886,0.0205,0.0859,1999,1.0000,0.6088,174,0.5786,0.193761,0.0941,
548,9.2259,-0.3939,-0.0339,-0.2834,0.0206,0.1105,0.0545,0.1232,-0.2829,0.0204,0.1236,1998,0.9995,0.6099,164,0.4501,0.193609,0.1274,
549,9.2427,-0.4009,-0.0159,-0.2913,0.0206,0.1096,0.0365,0.1155,-0.2908,0.0204,0.1159,1997,1.0000,0.6099,165,0.4558,0.193661,0.0886,
550,9.2596,-0.4025,-0.0146,-0.2909,0.0205,0.1116,0.0351,0.1170,-0.2905,0.0203,0.1173,2000,1.0000,0.6103,162,0.4603,0.193604,0.1509,
551,9.2764,-0.2702,-0.0168,-0.1988,0.0207,0.0714,0.0375,0.0806,-0.1984,0.0205,0.0809,1998,0.9995,0.6100,162,0.4361,0.193695,0.0593,
552,9.2933,-0.0215,0.0487,-0.1379,0.0211,-0.1164,-0.0276,0.1196,-0.1376,0.0210,0.1194,1999,0.9995,0.6097,168,0.5011,0.193806,0.0686,
553,9.3101,-0.1692,0.0198,-0.0943,0.0212,0.0749,0.0014,0.0749,-0.0940,0.0210,0.0752,2000,1.0000,0.6103,163,0.4341,0.193732,0.2021,
554,9.3269,0.1133,-0.1095,-0.0948,0.0212,-0.2081,0.1307,0.2457,-0.0945,0.0210,0.2454,1602,0.9960,0.6088,173,0.6132,0.193744,0.3006,
555,9.3438,-0.4207,-0.0416,-0.2900,0.0181,0.1307,0.0597,0.1437,-0.2896,0.0179,0.1440,1999,1.0000,0.6101,163,0.4484,0.193632,0.0955,
556,9.3606,-0.6723,-0.0268,-0.4859,0.0171,0.1864,0.0439,0.1915,-0.4855,0.0168,0.1918,1996,1.0000,0.6107,162,0.4450,0.193704,0.1105,
557,9.3774,-0.6314,-0.0484,-0.5710,0.0157,0.0604,0.0641,0.0881,-0.5703,0.0154,0.0883,1997,1.0000,0.6098,166,0.5130,0.193746,0.0887,
558,9.3943,-0.7917,-0.0216,-0.6229,0.0153,0.1688,0.0369,0.1728,-0.6220,0.0149,0.1736,1999,1.0000,0.6095,165,0.6157,0.193961,0.1814,
559,9.4111,-0.9237,-0.0420,-0.6680,0.0144,0.2557,0.0564,0.2618,-0.6671,0.0141,0.2627,2000,1.0000,0.6105,162,0.4319,0.193645,0.1526,
560,9.4279,-1.0273,-0.0636,-0.6842,0.0140,0.3431,0.0776,0.3518,-0.6833,0.0137,0.3526,1995,0.9995,0.6108,159,0.4258,0.193593,0.2117,
561,9.4448,-0.9115,-0.0240,-0.7018,0.0138,0.2097,0.0378,0.2131,-0.7009,0.0135,0.2139,1998,1.0000,0.6105,162,0.4112,0.193691,0.1011,
562,9.4616,-0.9451,-0.0325,-0.7444,0.0138,0.2007,0.0463,0.2060,-0.7435,0.0134,0.2068,2000,1.0000,0.6105,162,0.4100,0.193677,0.0199,
563,9.4784,-0.8556,-0.0999,-0.7956,0.0128,0.0600,0.1127,0.1277,-0.7946,0.0124,0.1278,1999,1.0000,0.6102,162,0.4497,0.193636,0.0733,
564,9.4953,-1.1604,-0.0547,-0.8934,0.0112,0.2670,0.0659,0.2750,-0.8923,0.0108,0.2760,2000,1.0000,0.6105,161,0.4283,0.193642,0.0830,
565,9.5121,-1.2749,-0.0845,-0.9589,0.0017,0.3160,0.0862,0.3275,-0.9579,0.0013,0.3284,1997,0.9985,0.6106,161,0.4244,0.193646,0.2541,
566,9.5290,-1.2321,-0.0897,-0.9941,0.0016,0.2380,0.0913,0.2549,-0.9931,0.0011,0.2557,1999,0.9995,0.6105,161,0.4329,0.193666,0.2724,
567,9.5458,-1.1609,-0.0598,-0.9473,0.0013,0.2136,0.0611,0.2222,-0.9463,0.0009,0.2230,1998,0.9990,0.6106,162,0.4278,0.193683,0.1007,
568,9.5626,-1.1430,-0.0627,-0.8502,0.0055,0.2928,0.0682,0.3006,-0.8490,0.0051,0.3017,1993,0.9975,0.6106,161,0.4221,0.193692,0.2035,
569,9.5795,-1.0455,-0.0693,-0.8307,0.0062,0.2148,0.0755,0.2277,-0.8295,0.0058,0.2287,1985,0.9990,0.6106,162,0.4183,0.193702,0.2032,
570,9.5963,-1.0193,-0.0024,-0.7986,0.0048,0.2207,0.0072,0.2208,-0.7974,0.0044,0.2220,1972,0.9895,0.6107,162,0.4102,0.193789,0.2403,
571,9.6131,-0.8694,-0.0500,-0.7618,0.0050,0.1076,0.0550,0.1208,-0.7607,0.0046,0.1216,1999,1.0000,0.6105,162,0.4106,0.193732,0.0572,
572,9.6300,-0.8859,-0.0572,-0.7383,0.0052,0.1476,0.0624,0.1602,-0.7372,0.0048,0.1611,2000,1.0000,0.6106,162,0.4166,0.193718,0.1288,
573,9.6468,-0.7703,-0.0509,-0.6912,0.0051,0.0791,0.0560,0.0969,-0.6902,0.0047,0.0975,2000,1.0000,0.6100,167,0.5144,0.193870,0.1201,
574,9.6636,-0.7019,-0.0629,-0.6444,0.0050,0.0575,0.0679,0.0890,-0.6435,0.0046,0.0893,2000,1.0000,0.6101,164,0.4660,0.193804,0.1864,
575,9.6805,-0.5936,-0.0856,-0.5489,0.0055,0.0447,0.0911,0.1015,-0.5482,0.0051,0.1014,1998,1.0000,0.6103,163,0.4375,0.193736,0.0797,
576,9.6973,-0.5501,-0.0547,-0.4532,0.0062,0.0969,0.0609,0.1144,-0.4527,0.0059,0.1147,1997,0.9995,0.6102,163,0.4410,0.193775,0.2229,
577,9.7141,-0.4323,-0.1010,-0.3504,0.0072,0.0819,0.1082,0.1357,-0.3500,0.0070,0.1358,1999,0.9995,0.6097,164,0.4679,0.193571,0.0297,
578,9.7310,-0.1571,-0.1081,-0.2463,0.0099,-0.0892,0.1180,0.1479,-0.2465,0.0097,0.1479,2000,1.0000,0.6088,170,0.5570,0.193686,0.3197,
579,9.7478,-0.2272,-0.0854,-0.1540,0.0104,0.0732,0.0958,0.1206,-0.1544,0.0103,0.1202,1999,0.9995,0.6098,163,0.4361,0.193649,0.1313,
580,9.7647,-0.2639,-0.0455,-0.1489,0.0107,0.1150,0.0562,0.1280,-0.1492,0.0106,0.1277,1998,1.0000,0.6102,163,0.4345,0.193719,0.0466,
581,9.7815,-0.0859,-0.0923,-0.1372,0.0107,-0.0513,0.1030,0.1151,-0.1376,0.0106,0.1152,1998,0.9990,0.6087,172,0.5803,0.193807,0.0684,
582,9.7983,-0.1078,-0.0892,-0.1370,0.0108,-0.0292,0.1000,0.1042,-0.1373,0.0107,0.1042,1998,1.0000,0.6087,172,0.5811,0.193849,0.1112,
583,9.8152,-0.2882,-0.1342,-0.1372,0.0109,0.1510,0.1451,0.2094,-0.1376,0.0108,0.2091,1994,0.9995,0.6091,161,0.4826,0.193566,0.0945,
584,9.8320,-0.3797,-0.0478,-0.1446,0.0105,0.2351,0.0583,0.2422,-0.1450,0.0104,0.2418,1999,1.0000,0.6103,163,0.4340,0.193749,0.2828,
585,9.8488,-0.1658,-0.0395,-0.1467,0.0104,0.0191,0.0499,0.0534,-0.1471,0.0103,0.0532,2000,1.0000,0.6098,167,0.4828,0.193797,0.0999,
586,9.8657,-0.3084,-0.0474,-0.1499,0.0104,0.1585,0.0578,0.1687,-0.1503,0.0103,0.1683,1994,1.0000,0.6101,163,0.4110,0.193691,0.0932,
587,9.8825,-0.3935,-0.0673,-0.1499,0.0104,0.2436,0.0777,0.2557,-0.1503,0.0103,0.2553,1998,1.0000,0.6101,161,0.4185,0.193635,0.1257,
588,9.8993,-0.3858,-0.0574,-0.1498,0.0104,0.2360,0.0678,0.2455,-0.1502,0.0103,0.2451,1999,1.0000,0.6102,164,0.4455,0.193715,0.3033,
589,9.9162,-0.1131,-0.0251,-0.1498,0.0104,-0.0367,0.0355,0.0511,-0.1502,0.0103,0.0513,1999,1.0000,0.6091,170,0.5529,0.193824,0.1119,
590,9.9330,-0.4344,-0.0091,-0.1671,0.0104,0.2673,0.0195,0.2680,-0.1675,0.0103,0.2676,1999,1.0000,0.6105,163,0.4161,0.193811,0.0728,
591,9.9498,-0.4569,-0.0328,-0.2132,0.0099,0.2437,0.0427,0.2474,-0.2136,0.0098,0.2470,1999,1.0000,0.6104,163,0.4298,0.193806,0.1103,
